name,link,latitude,longitude,address,city,country,description
ISIA Firenze,http://www.isiadesign.fi.it/,43.771067,11.227711,Via Pisana 79,Florence,Italy,"ISIA Design school hosted the first nationally recognized course on Near Future Design, created inside its course on Digital Design"
